,Dominant_Topic,Date,Text
2426,0,2016-09-27,"Same issues yesterday, but after changing units on head unit to metric/km; used this figure and registration completed at last.
Why do VW continue to show mi for a mileage entry request but really mean km?"
727,0,2019-09-07,"I use the Android version of the app and have to say it's been pretty good so far. Any issues I've had I think are down to the car rather than the app. E.g. on holiday for a week in a signal blackspot last month, it took a week of being back home with good signal for the car to start communicating with the app again."
436,0,2021-12-17,"...

I asked for SOH of the HV battery on two occasions whilst my GTE was in for an annual service, was told both times they are unable to give this data, they have been told by VW NOT to give this data out. !

Which measuring blocks is it on VCDS?"
2337,0,2017-01-12,"It would be nice if they added some of the features other countries have...... remote lock unlock, bleep the horn etc.
And of course then there's the eManager enhancements ....like adding in the wing mirrors to the window-demist ....

And other requests ?"
2369,0,2017-01-03,"Update: over the holidays I got myself a new phone, Honor 8. Did not even bother to connect it to the car until today, and surprise, surprise: I now have contacts with photos in the car.

No idea what happened, or what's changed... the phone connected as the previous, did not notice any differences."
2428,0,2016-09-28,"I find that the App doesn't update for range and parking position - mine hasn't updated for 15 hours now. On the website, I hope we are able to change units, I like miles/kwh, on first look it doesn't look as easy as the previous website."
2960,0,2015-02-22,"I use the the remote SIM bluetooth profile of my phone, which is called the premium phone connection in VW terms. This is functionally identical to removing the SIM from the phone and inserting it to the car. So the answer to your question is yes."
2179,0,2017-07-29,"...

Seems like an issue known for Samsung phones running Lollipop 6.

Ensure bluetooth is on and volume is up on the phone.

This forum has another few ideas:

Why is my Android Auto playing sound through phone rather than the car speakers? - Android Forums at AndroidCentral.com"
2958,0,2015-02-22,"Menu key, scroll to system setup, select wlan

Worked for me. If I remember well the manual let you look for it starting from media setup, where the option indeed is not to be found."
330,0,2015-07-25,"...

Ahh, on that thread some people using MACs did have problems. Good luck 

BTW, you don't need to do the update when it starts all-in one go. You can just start it and then leave the car, it will then start from where it left off when you next get in the car and start driving. It does take a fair while to update - (just in case you weren't aware)"
2893,0,2014-11-11,"...

The only way I have found to get the exact % remaining when the --- are showing is by the app, where it still gives the range remaining. Mind you not the best solution to find out when you are bricking it driving along a motorway. I agree the % meter could still show until 1%."
2352,0,2017-01-23,"I'm going to give it until thurs before I try deleting the car on the website sign on, and re registering. ( or try removing + re adding smartphone app) 
If some people are still able to use eManager then it's not a total server cockup."
1170,0,2018-12-23,"...

Having driven Teslas for just over four years and 70,000 miles I can tell you this is not true. It doesn't take long to get used to the position of items on a touch screen so you can use them with a quick glance.

Please don't tell me you don't take your eyes off the road when you're fiddling with the heating in your car."
