,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
137,Skoda VisionRS a Golf PHEV v2 ? ?,3237,"Oct 3, 2018","AutoExpress Oct3rd p12 says will go on sale 2019 ( Dec rather than Jan I think .. )

mqb platform Rapid/Octavia level 148bhp 1.5petrol 101bhp electric motor with a combined 242bhp (*)

0-62mpg 7.1sec, 13kWh battery for ""up to 43 miles"" so is 70km EV range the new benchmark? 

Is this the spec of the next Golf PHEV ??? ( If they make one )

* says the two motors don't hit peak power together hence not a 249bhp car --- but 242 sounds nice too ! ",21.0,1,2731
138,Deposit/Ordering,17601,"Dec 22, 2018","It seems that things are now moving fast for the ID/Neo, with reports confirming that deposits are now being taken in Germany. Whether this will have much of a bearing on how soon UK deliveries will start or if this is just PR in a post Tesla Model 3 launch world is anybody’s guess. But I thought maybe it would be usefull to see if and when VW UK dealers start accepting our cash.",7.0,0,1633
139,What will VW do for 4 years??,2516,"Nov 17, 2018","Hi;

I know some have speculated about the eGolf / eUP being in limbo or ""maybe"" getting new cells that make it competitive. But, I am trying to interpret the news that VW is announcing (again) and it seems to me they are on the one hand ""talking big stuff"" while on the other looking for exit strategies. 

I mean, the ""moves"" in China speak to capitulation or at minimum ""loss of control"". Also, what type ""partnership"" can possibly last with a competitor? If they are ""talking"" to Ford, it means ""sooner or later"" merger. 

Lastly, if none of that M&A stuff works, and they do make their ID car in 2022  what the heck are they going to be making for the next four years??? My guess is that is yet another ""delay"" tactic, to show ""potential investors"" they are ""serious"" while at the same time doing nothing and hoping they can come into the game (if all the grand exit and executive bonus pans drizzle out) in 3-4 years with production capacities. Letting the R&D + market mature outside their boardroom is probably the right move when you have little leadership potential in the nascent market. 

Do not want to be pessimistic here...I really liked the first series of VW EVs....but I am not seeing much ""faith"" anything will be happening from their side for a few years. Besides that, they never really have been friendly or ""involved"" in the EV community. 

Might be time to look more at Tesla 3 now that they have made it to France finally. 

Volkswagen pours $50 billion into 'electric offensive' - CNN

Regards

Jon",37.0,1,3936
140,VW announces that next generation of ICE cars will be its last,74272,"Dec 4, 2018","Interesting. They sound like they're serious.

Next generation of VW ICE vehicles will be its last",3.0,1,1130
141,VW ID is now the VW Neo (or maybe not...),1016,"Apr 25, 2018","Could it be The One..?

VW Neo: 2019 kommt das erste reine Elektroauto von Volkswagen

Or in English...

Google Translate",52.0,2,7155
142,Carnet issues?,7550,"Jul 11, 2018","Just a quick one....anyone having issues with carnet remote services at the moment? I've been unable to connect to my car for a few days, from the app or the website. This happened a few weeks ago but resolved itself after a week or so.

VW have my car in today to look at this issue and they ended up only looking at the in-car carnet functionality i.e. connecting to a hotspot and getting online stuff on the screen, so they say it's working fine. I've now checked app and website and still can't connect so they say they're going to check with Germany to see if the server is playing up.

Would just be useful to know if the server is working today for other people in preparation for when VW ring me back to say it's a server issue and I should wait a few more days/weeks.",30.0,0,8220
143,Rear Wheel Drive - Why?,55641,"Oct 21, 2018","Well it's mechanically simpler, easier to manufacture and so cheaper.

However decades ago the car industry discovered the superior, safer handling properties of front wheel drive. Gradually it became universal for mass-market cars and the accident rates reduced.

Now, alone among the mass-market manufacturers, VW are reverting to RWD for their BEV platform.

Is this wise?",31.0,0,11292
144,Details of the MEB emerge...,5455,"Oct 29, 2018","I’m not sure if this has already been posted, but I though these details about the forthcoming VW MEB platform were interesting and worth shairing...

Autoweek has a few new details about the ID cars based on its conversation with Ulbrich. The cars will all have three computers on board. All that computing power will be available to manage self-driving features that emerge in the future. The cars will be capable of over-the-air updates — no visit to dealers required. They will be rear-wheel drive, giving them near perfect 50–50 front-to-rear weight distribution. The standard motor will be a permanent magnet unit with about 160 horsepower. All-wheel-drive variants will add a synchronous motor to the front with another 50 to 60 horsepower.

The MEB chassis can be lengthened or shortened to fit the needs of various models. Even the width of the cars can be varied by substituting different suspension components. The battery pack will use pouch or prismatic cells supplied by either LG Chem or Samsung SDI. Volkswagen will assemble the cells into battery packs, which can vary in size from 50 t0 80 kWh. The largest battery can fit within the MEB chassis even in its shortest wheelbase configuration. Scalability will allow Volkswagen to add or subtract range and allow customers a choice of price points.

There will be two cooling circuits — a high-temperature one for the motors and a low-temperature one for the battery pack. Heat for the interior will be provided by electricity. No word on whether the cars will use advanced heat pump technology or low-tech resistance heating for that task.",0.0,3,1017
145,I.D. BUZZ CARGO and 4 other new VW electric commercial vehicles,35809,"Sep 19, 2018","I.D. BUZZ CARGO, ABT e-Transporter, ABT e-Caddy, the Cargo e-Bike and the Crafter HyMotion

Volkswagen Commercial Vehicles follows the parent company’s lead and is electrifying mightily. They brought no less than five world debuts to Hanover that range from electric transporters over a cargo e-bike to a fuel cell van.

I.D. BUZZ CARGO concept, which is the first commercial vehicle to be based on the new I.D. Family and the modular electric drive archietcture (MEB). Volkswagen estimates a 330 to more than 550 kilometre range (WLTP), depending on the battery size and the model. Actually, such a cargo take on the I.D. Buzz

Volkswagen debuts 5 electric commercial vehicles - electrive.com",2.0,0,924
146,What’s going on here?,2777,"Aug 20, 2018","















Just stumbled across these. Not sure whether there is anything behind this, but this facelifted Passat has been spotted testing using e-Golf wheels. 

Might just be whatever they could find in their R&D warehouse or could this be a potential GTE or even e-Passat in testing? I’m hesitant to believe it’s the latter as I think that they have to use stickers that implicitly state that it’s an electric test vehicle.


Sent from my iPhone using Tapatalk",7.0,0,1552
